year_CPS,Characteristic,OppShare_New_Entrp,Breakdown,Rate_New_Entrp,Location,startup_index,Index Year,year_BDS,startup_density,Rank,Composition_of_New_Entrp,norm_rate,norm_opp,norm_density,z_rate,z_oppshare,z_startup_den,rank_last_y,rank_diff,index_last_y,index_diff,dataset,Location_name,Category,OppShare_New_Entrp_web,Rate_New_Entrp_web,location_category,index_diff_text
1996,,,,,45,,1997,1994,109.4899979,,,,,53.25972366,,,1.280655861,,,,,State Profile,South Carolina,Large,,,the state of,.
1988,,,,,45,,1989,1986,129.2700043,,,,,51.81781006,,,2.988773823,,,,,State Profile,South Carolina,Large,,,the state of,.
1980,,,,,45,,1981,1978,147.1900024,,,,,52.30452347,,,4.536269188,,,,,State Profile,South Carolina,Large,,,the state of,.
2014,,0.7259,,0.0032,45,,2015,2012,73.15000153,9,,68.1818161,17.90306282,30.88646317,0.917431056,-2.03351903,-1.857513189,18,9,-2.430000067,1.440000057,State Profile,South Carolina,Large,7.258999825,320,the state of,a large increase
2003,,0.9296,,0.0034,46,,2004,2001,81.88999939,4,,55.88235092,95.66841125,23.00859642,1.834862232,3.656425476,-1.102763772,4,0,2.089999914,-0.629999876,State Profile,South Dakota,Small,9.295999527,340,the state of,a slight decrease
2012,,0.8296,,0.0026,46,,2013,2010,62.15999985,17,,29.62962914,63.02876282,20.8217144,-1.834862471,0.863129199,-2.806563377,9,-8,-0.349999994,-0.909999967,State Profile,South Dakota,Small,8.295999527,260,the state of,a slight decrease
1985,,,,,46,,1986,1983,97.62000275,,,,,6.776365757,,,0.255613059,,,,,State Profile,South Dakota,Small,,,the state of,.
1984,,,,,46,,1985,1982,95.76999664,,,,,5.857140541,,,0.09585432,,,,,State Profile,South Dakota,Small,,,the state of,.
2004,,0.9242,,0.0033,46,,2005,2002,91.59999847,7,,41.860466,100,30.99350929,1.376146674,3.505587339,-0.264249146,4,-3,1.460000038,0.079999924,State Profile,South Dakota,Small,9.241999626,330,the state of,basically no changes 
1999,,0.8491,,0.0043,46,,2000,1997,93.90000153,5,,67.5,72.55672455,21.05859756,5.963302612,1.407822013,-0.065630585,6,1,2.450000048,-0.00999999,State Profile,South Dakota,Small,8.491000175,430,the state of,basically no changes 
1998,,0.8589,,0.0042,46,,1999,1996,96.69000244,6,,57.1428566,80.31820679,25.78425407,5.504587173,1.681565046,0.175302148,,,,,State Profile,South Dakota,Small,8.588999748,420,the state of,.
1997,,,,,46,,1998,1995,93.41000366,,,,,16.10182762,,,-0.107944734,,,,,State Profile,South Dakota,Small,,,the state of,.
1995,,,,,46,,1996,1993,91.73999786,,,,,19.44602585,,,-0.252159387,,,,,State Profile,South Dakota,Small,,,the state of,.
1994,,,,,46,,1995,1992,90.97000122,,,,,21.68579102,,,-0.318653077,,,,,State Profile,South Dakota,Small,,,the state of,.
2005,,0.9313,,0.0031,46,,2006,2003,83.65000153,11,,34.09090805,100,20.78305626,0.458715469,3.703911543,-0.950777411,7,-4,1.539999962,-0.469999909,State Profile,South Dakota,Small,9.312999725,310,the state of,a slight decrease
2008,,0.8659,,0.0033,46,,2009,2006,93.27999878,12,,51.42857361,63.85321045,19.35130501,1.376146674,1.877095699,-0.119171403,14,2,1,0.039999962,State Profile,South Dakota,Small,8.659000397,330,the state of,basically no changes 
2002,,0.9401,,0.0037,46,,2003,2000,84.44999695,4,,61.53846359,100,19.45040512,3.211009026,3.949721575,-0.881693184,8,4,1.610000014,0.4799999,State Profile,South Dakota,Small,9.401000023,370,the state of,a slight increase
1981,,,,,46,,1982,1979,121.4499969,,,,,18.25596046,,,2.31347084,,,,,State Profile,South Dakota,Small,,,the state of,.
2001,,0.9053,,0.0035,46,,2002,1999,89.41999817,8,,56.75675583,86.75496674,26.18475914,2.293577909,2.977654457,-0.452504784,6,-2,2.220000029,-0.610000014,State Profile,South Dakota,Small,9.05300045,350,the state of,a slight decrease
1996,,,,,46,,1997,1994,100.3600006,,,,,27.52716637,,,0.492227733,,,,,State Profile,South Dakota,Small,,,the state of,.
1990,,,,,46,,1991,1988,90.22000122,,,,,12.9881525,,,-0.383419901,,,,,State Profile,South Dakota,Small,,,the state of,.
1992,,,,,46,,1993,1990,99.69000244,,,,,31.01040459,,,0.434369504,,,,,State Profile,South Dakota,Small,,,the state of,.
1979,,,,,46,,1980,1977,155.7400055,,,,,21.27001762,,,5.274611473,,,,,State Profile,South Dakota,Small,,,the state of,.
1991,,,,,46,,1992,1989,86.18000031,,,,,8.611710548,,,-0.732297361,,,,,State Profile,South Dakota,Small,,,the state of,.
1986,,,,,46,,1987,1984,115.0199966,,,,,14.58229828,,,1.758203149,,,,,State Profile,South Dakota,Small,,,the state of,.
2010,,0.8663,,0.003,46,,2011,2008,75.97000122,10,,30.76922989,91.46940613,16.19156647,-1.19619E-07,1.888268948,-1.61398983,7,-3,1.279999971,-1.189999938,State Profile,South Dakota,Small,8.663000107,300,the state of,a large decrease
1993,,,,,46,,1994,1991,92.98999786,,,,,20.63378334,,,-0.14421466,,,,,State Profile,South Dakota,Small,,,the state of,.
2011,,0.8183,,0.0031,46,,2012,2009,70.94999695,9,,42.8571434,74.5474472,28.63723183,0.458715469,0.547486722,-2.047496319,10,1,0.090000004,-0.439999998,State Profile,South Dakota,Small,8.182999611,310,the state of,a slight decrease
2000,,0.8889,,0.0039,46,,2001,1998,94.80000305,6,,63.15789413,79.70027161,22.8336792,4.12844038,2.5195539,0.012089757,5,-1,2.440000057,-0.220000029,State Profile,South Dakota,Small,8.888999939,390,the state of,basically no changes 
1982,,,,,46,,1983,1980,111.9599991,,,,,18.70792198,,,1.493954659,,,,,State Profile,South Dakota,Small,,,the state of,.
1989,,,,,46,,1990,1987,100.5899963,,,,,11.2334156,,,0.512089193,,,,,State Profile,South Dakota,Small,,,the state of,.
2009,,0.8963,,0.0034,46,,2010,2007,86.48000336,7,,55.55555725,83.92446136,21.33410835,1.834862232,2.726257801,-0.706390381,12,5,1.039999962,0.24000001,State Profile,South Dakota,Small,8.963000298,340,the state of,basically no changes 
1980,,,,,46,,1981,1978,138.4600067,,,,,27.76041222,,,3.78238368,,,,,State Profile,South Dakota,Small,,,the state of,.
1987,,,,,46,,1988,1985,106.5899963,,,,,17.18185425,,,1.030223846,,,,,State Profile,South Dakota,Small,,,the state of,.
1988,,,,,46,,1989,1986,95.91999817,,,,,8.029479027,,,0.108807817,,,,,State Profile,South Dakota,Small,,,the state of,.
2013,,0.8399,,0.0033,46,,2014,2011,60.84000015,9,,46.66666794,59.04230499,8.613490105,1.376146674,1.150838733,-2.920552969,17,8,-1.25999999,1.129999995,State Profile,South Dakota,Small,8.399000168,330,the state of,a large increase
2014,,0.8691,,0.0034,46,,2015,2012,66.97000122,10,,44.44444275,83.69876099,19.62497711,1.834862232,1.966481209,-2.391191959,9,-1,-0.129999995,0.600000024,State Profile,South Dakota,Small,8.690999985,340,the state of,a slight increase
2006,,0.8742,,0.0035,46,,2007,2004,85.98000336,13,,43.90243912,89.07463074,14.4189415,2.293577909,2.108939409,-0.749568224,11,-2,1.070000052,0.149999976,State Profile,South Dakota,Small,8.741999626,350,the state of,basically no changes 
2007,,0.8651,,0.0034,46,,2008,2005,86.61000061,14,,58.06451797,80.25551605,13.8319788,1.834862232,1.854749322,-0.695164323,13,-1,1.220000029,-0.220000029,State Profile,South Dakota,Small,8.651000023,340,the state of,basically no changes 
2016,,0.8968,,0.0031,46,,2017,2014,62.58000183,10,,44,85.84906006,19.99301529,0.458715469,2.740224361,-2.770293713,9,-1,0.300000012,-0.160000011,State Profile,South Dakota,Small,8.968000412,310,the state of,basically no changes 
2015,,0.8437,,0.0035,46,,2016,2013,63.88000107,9,,53.125,66.85450745,22.7149353,2.293577909,1.256983995,-2.658031225,10,1,0.469999999,-0.169999987,State Profile,South Dakota,Small,8.437000275,350,the state of,basically no changes 
1983,,,,,46,,1984,1981,100.1399994,,,,,11.89020348,,,0.473229349,,,,,State Profile,South Dakota,Small,,,the state of,.
2003,,0.9024,,0.0022,47,,2004,2001,87.76999664,10,,20.83333206,100,27.43929291,-3.669724941,2.896648884,-0.594991982,10,0,-0.180000007,-0.280000001,State Profile,Tennessee,Large,9.024000168,220,the state of,a slight decrease
2000,,0.9103,,0.0024,47,,2001,1998,103.7600021,12,,36,85.41551971,46.95898819,-2.752293587,3.117319345,0.785837531,9,-3,0.629999995,-0.25,State Profile,Tennessee,Large,9.102999687,240,the state of,basically no changes 
1993,,,,,47,,1994,1991,103.7200012,,,,,44.91706085,,,0.782383204,,,,,State Profile,Tennessee,Large,,,the state of,.
1992,,,,,47,,1993,1990,106.2799988,,,,,37.09588242,,,1.003453851,,,,,State Profile,Tennessee,Large,,,the state of,.
1987,,,,,47,,1988,1985,125.5999985,,,,,35.1209259,,,2.671847582,,,,,State Profile,Tennessee,Large,,,the state of,.
2015,,0.782,,0.0024,47,,2016,2013,72.54000092,20,,28.5714283,48.49360275,32.20773697,-2.752293587,-0.466479778,-1.910190225,21,1,-2.440000057,0.730000019,State Profile,Tennessee,Large,7.820000172,240,the state of,a slight increase
1984,,,,,47,,1985,1982,120.3199997,,,,,35.94669342,,,2.215889215,,,,,State Profile,Tennessee,Large,,,the state of,.
2004,,0.8582,,0.0027,47,,2005,2002,91.62999725,9,,45.45454407,100,25.55988503,-1.376146913,1.662011981,-0.261658579,10,1,-0.460000008,0.469999999,State Profile,Tennessee,Large,8.581999779,270,the state of,a slight increase
1988,,,,,47,,1989,1986,125.8199997,,,,,47.01211929,,,2.690845966,,,,,State Profile,Tennessee,Large,,,the state of,.
1986,,,,,47,,1987,1984,142.4299927,,,,,55.8639183,,,4.125215054,,,,,State Profile,Tennessee,Large,,,the state of,.
1991,,,,,47,,1992,1989,110.7699966,,,,,43.24161148,,,1.391191125,,,,,State Profile,Tennessee,Large,,,the state of,.
2013,,0.6173,,0.0028,47,,2014,2011,72.87999725,20,,41.66666412,4.540116787,30.9156208,-0.917431295,-5.067038536,-1.880829573,12,-8,-1.639999986,-0.9799999,State Profile,Tennessee,Large,6.172999859,280,the state of,a slight decrease
1980,,,,,47,,1981,1978,146.2200012,,,,,50.97393799,,,4.452504158,,,,,State Profile,Tennessee,Large,,,the state of,.
2001,,0.9305,,0.002,47,,2002,1999,98.45999908,14,,23.99999619,97.83950806,39.90940475,-4.587156296,3.681565046,0.328151584,12,-2,0.379999995,-0.569999993,State Profile,Tennessee,Large,9.305000305,200,the state of,a slight decrease
1996,,,,,47,,1997,1994,108.7300034,,,,,51.92779922,,,1.215025902,,,,,State Profile,Tennessee,Large,,,the state of,.
2002,,0.9248,,0.0022,47,,2003,2000,90.16000366,10,,24,100,28.45451736,-3.669724941,3.522347212,-0.388601035,14,4,-0.189999998,0.00999999,State Profile,Tennessee,Large,9.248000145,220,the state of,basically no changes 
1994,,,,,47,,1995,1992,103.5599976,,,,,40.55307388,,,0.768565953,,,,,State Profile,Tennessee,Large,,,the state of,.
1997,,,,,47,,1998,1995,110.4300003,,,,,50.24631119,,,1.361830473,,,,,State Profile,Tennessee,Large,,,the state of,.
2016,,0.8866,,0.0023,47,,2017,2014,69.26999664,14,,23.99999809,100,28.7412014,-3.211009264,2.455307961,-2.192574024,20,6,-1.710000038,0.730000019,State Profile,Tennessee,Large,8.866000175,230,the state of,a slight increase
1999,,0.9295,,0.0024,47,,2000,1997,106.1999969,9,,37.5,100,44.07430649,-2.752293587,3.653632164,0.996545196,3,-6,2.170000076,-1.540000081,State Profile,Tennessee,Large,9.295000076,240,the state of,a large decrease
1981,,,,,47,,1982,1979,136.7200012,,,,,38.3142662,,,3.632124186,,,,,State Profile,Tennessee,Large,,,the state of,.
1983,,,,,47,,1984,1981,114.3399963,,,,,20.3193779,,,1.699481249,,,,,State Profile,Tennessee,Large,,,the state of,.
2011,,0.5569,,0.0036,47,,2012,2009,71.19000244,17,,69.2307663,0,30.60490608,2.752293348,-6.754189491,-2.026770353,11,-6,-0.829999983,-1.180000067,State Profile,Tennessee,Large,5.568999767,360,the state of,a large decrease
2007,,0.7337,,0.0031,47,,2008,2005,96.08000183,13,,60.86956406,22.67302704,26.89645004,0.458715469,-1.81564188,0.12262506,16,3,-1.019999981,0.610000014,State Profile,Tennessee,Large,7.336999893,310,the state of,a slight increase
1982,,,,,47,,1983,1980,122.6200027,,,,,32.09491348,,,2.414507627,,,,,State Profile,Tennessee,Large,,,the state of,.
1979,,,,,47,,1980,1977,171.9299927,,,,,53.54600906,,,6.672710896,,,,,State Profile,Tennessee,Large,,,the state of,.
2005,,0.7395,,0.0026,47,,2006,2003,91.83000183,16,,32,37.97327423,27.28701973,-1.834862471,-1.653630614,-0.244387031,9,-7,0.01,-1.25,State Profile,Tennessee,Large,7.394999981,260,the state of,a large decrease
1985,,,,,47,,1986,1983,117.8000031,,,,,43.91401672,,,1.998272896,,,,,State Profile,Tennessee,Large,,,the state of,.
2009,,0.663,,0.0038,47,,2010,2007,93.05000305,10,,70.96774292,0,39.46489334,3.669724703,-3.79050231,-0.139032871,7,-3,1.110000014,-1.200000048,State Profile,Tennessee,Large,6.630000114,380,the state of,a large decrease
2008,,0.8282,,0.0035,47,,2009,2006,97.11000061,7,,61.29032516,56.46853256,29.2932682,2.293577909,0.824023068,0.21157141,13,6,-0.409999996,1.519999981,State Profile,Tennessee,Large,8.281999588,350,the state of,a large increase
1998,,0.935,,0.0033,47,,1999,1996,109.8899994,3,,57.1428566,100,55.88602066,1.376146674,3.807263374,1.315198302,,,,,State Profile,Tennessee,Large,9.350000381,330,the state of,.
2010,,0.6162,,0.0037,47,,2011,2008,87.77999878,11,,60.60606003,0,41.80579758,3.211009026,-5.097764969,-0.594128251,10,-1,-0.090000004,-0.74000001,State Profile,Tennessee,Large,6.162000179,370,the state of,a slight decrease
1989,,,,,47,,1990,1987,129.1699982,,,,,38.66760254,,,2.980137825,,,,,State Profile,Tennessee,Large,,,the state of,.
2014,,0.6997,,0.0024,47,,2015,2012,73.62999725,21,,31.81818008,4.945597172,31.91671944,-2.752293587,-2.765362501,-1.816062689,20,-1,-2.619999886,0.179999828,State Profile,Tennessee,Large,6.997000217,240,the state of,basically no changes 
1995,,,,,47,,1996,1993,107.3799973,,,,,47.27487946,,,1.098445058,,,,,State Profile,Tennessee,Large,,,the state of,.
1990,,,,,47,,1991,1988,114.0400009,,,,,36.87444305,,,1.673574924,,,,,State Profile,Tennessee,Large,,,the state of,.
2006,,0.7549,,0.0026,47,,2007,2004,94.59999847,16,,36.36363602,19.8080883,23.85538673,-1.834862471,-1.223463058,-0.005181795,16,0,-1.24000001,0.220000029,State Profile,Tennessee,Large,7.548999786,260,the state of,basically no changes 
2012,,0.6642,,0.0032,47,,2013,2010,70.44000244,12,,53.84615326,37.44734573,31.04838943,0.917431056,-3.756982565,-2.091537237,17,5,-2.00999999,0.370000005,State Profile,Tennessee,Large,6.642000198,320,the state of,a slight increase
1983,,,,,48,,1984,1981,215.6300049,,,,,100,,,10.44645977,,,,,State Profile,Texas,Large,,,the state of,.
1989,,,,,48,,1990,1987,130.9700012,,,,,41.83996964,,,3.135578394,,,,,State Profile,Texas,Large,,,the state of,.
2008,,0.7791,,0.0033,48,,2009,2006,109.7399979,9,,54.83871078,27.85547829,50.49521255,1.376146674,-0.547485352,1.302244782,7,-2,0.74000001,-0.030000031,State Profile,Texas,Large,7.790999889,330,the state of,basically no changes 
1986,,,,,48,,1987,1984,149.2100067,,,,,65.98032379,,,4.710708618,,,,,State Profile,Texas,Large,,,the state of,.
1980,,,,,48,,1981,1978,159.3800049,,,,,69.02606964,,,5.588946819,,,,,State Profile,Texas,Large,,,the state of,.
2002,,0.7976,,0.0036,48,,2003,2000,105.2699966,3,,80,26.64359856,64.82907867,2.752293348,-0.030725559,0.916234314,5,2,1.129999995,0.080000043,State Profile,Texas,Large,7.975999832,360,the state of,basically no changes 
1992,,,,,48,,1993,1990,118.4800034,,,,,59.63422394,,,2.056994915,,,,,State Profile,Texas,Large,,,the state of,.
2015,,0.8095,,0.0039,48,,2016,2013,92.01000214,1,,100,59.84317017,77.55007172,4.12844038,0.301676691,-0.228842959,2,1,0.99000001,0.409999967,State Profile,Texas,Large,8.095000267,390,the state of,a slight increase
1987,,,,,48,,1988,1985,145.1999969,,,,,64.56362152,,,4.364420891,,,,,State Profile,Texas,Large,,,the state of,.
1999,,0.7762,,0.0028,48,,2000,1997,117.6900024,12,,54.16666412,29.5819931,68.60987091,-0.917431295,-0.628490925,1.988773704,11,-1,0.469999999,-0.319999993,State Profile,Texas,Large,7.762000084,280,the state of,a slight decrease
1998,,0.751,,0.0031,48,,1999,1996,121.1200027,11,,50,6.170319557,79.24292755,0.458715469,-1.332401633,2.284974098,,,,,State Profile,Texas,Large,7.510000229,310,the state of,.
1982,,,,,48,,1983,1980,96.70999908,,,,,2.106481314,,,0.177028969,,,,,State Profile,Texas,Large,,,the state of,.
2016,,0.8459,,0.004,48,,2017,2014,90.94000244,2,,92,81.72429657,81.30002594,4.587155819,1.318436503,-0.321243644,1,-1,1.399999976,0.460000038,State Profile,Texas,Large,8.458999634,400,the state of,a slight increase
1997,,,,,48,,1998,1995,121.4599991,,,,,72.88587952,,,2.314334631,,,,,State Profile,Texas,Large,,,the state of,.
1979,,,,,48,,1980,1977,186.8500061,,,,,70.66789246,,,7.961140156,,,,,State Profile,Texas,Large,,,the state of,.
2003,,0.7853,,0.0039,48,,2004,2001,103.9700012,2,,91.66667175,41.18533325,63.2008934,4.12844038,-0.374300987,0.803972185,3,1,1.210000038,0.309999943,State Profile,Texas,Large,7.853000164,390,the state of,a slight increase
2004,,0.7565,,0.0039,48,,2005,2002,107.4899979,3,,100,49.52853394,58.146698,4.12844038,-1.178770304,1.10794425,2,-1,1.519999981,-0.169999957,State Profile,Texas,Large,7.565000057,390,the state of,basically no changes 
2013,,0.7794,,0.0037,48,,2014,2011,92.41000366,3,,79.16666412,67.98434448,72.21400452,3.211009026,-0.539105475,-0.194300517,3,0,1.00999999,-0.180000007,State Profile,Texas,Large,7.794000149,370,the state of,basically no changes 
1995,,,,,48,,1996,1993,120.25,,,,,69.05890656,,,2.209844351,,,,,State Profile,Texas,Large,,,the state of,.
1990,,,,,48,,1991,1988,116.2200012,,,,,40.8130188,,,1.861830592,,,,,State Profile,Texas,Large,,,the state of,.
1994,,,,,48,,1995,1992,120.8899994,,,,,70.3194809,,,2.265111923,,,,,State Profile,Texas,Large,,,the state of,.
1996,,,,,48,,1997,1994,122.6299973,,,,,76.28810883,,,2.415370703,,,,,State Profile,Texas,Large,,,the state of,.
1988,,,,,48,,1989,1986,138.9900055,,,,,65.3572998,,,3.82815218,,,,,State Profile,Texas,Large,,,the state of,.
2010,,0.7786,,0.004,48,,2011,2008,102.9400024,6,,69.69696808,74.73538971,75.10984802,4.587155819,-0.561451852,0.715025783,5,-1,1.25999999,0.320000052,State Profile,Texas,Large,7.785999775,400,the state of,a slight increase
2011,,0.7622,,0.0043,48,,2012,2009,91.26000214,1,,96.15384674,79.75913239,78.78061676,5.963302612,-1.01955235,-0.293609798,6,5,1.580000043,-0.030000091,State Profile,Texas,Large,7.622000217,430,the state of,basically no changes 
1985,,,,,48,,1986,1983,141.8600006,,,,,81.94752502,,,4.075993061,,,,,State Profile,Texas,Large,,,the state of,.
2005,,0.8011,,0.0038,48,,2006,2003,107.3099976,3,,80,72.27171326,54.31215286,3.669724703,0.067039803,1.092400193,3,0,1.350000024,0.25999999,State Profile,Texas,Large,8.01099968,380,the state of,a slight increase
2006,,0.7965,,0.0035,48,,2007,2004,107.8199997,4,,77.27272797,48.32077026,42.30876923,2.293577909,-0.061451819,1.136441827,3,-1,1.610000014,-0.49000001,State Profile,Texas,Large,7.965000153,350,the state of,a slight decrease
2007,,0.8027,,0.0032,48,,2008,2005,108.5599976,7,,65.21739197,63.84247971,46.09939957,0.917431056,0.111732543,1.20034492,4,-3,1.120000005,-0.379999995,State Profile,Texas,Large,8.027000427,320,the state of,a slight decrease
2000,,0.7759,,0.0029,48,,2001,1998,114.5,13,,56,11.44744015,72.27722168,-0.458715707,-0.636870861,1.71329844,12,-1,0.150000006,0.059999987,State Profile,Texas,Large,7.758999825,290,the state of,basically no changes 
1981,,,,,48,,1982,1979,169.0299988,,,,,74.91786957,,,6.422279358,,,,,State Profile,Texas,Large,,,the state of,.
2012,,0.7637,,0.004,48,,2013,2010,87.80999756,3,,84.61538696,79.35973358,69.95967102,4.587155819,-0.977652967,-0.591537654,1,-2,1.549999952,-0.539999962,State Profile,Texas,Large,7.637000084,400,the state of,a slight decrease
1993,,,,,48,,1994,1991,121.8499985,,,,,76.91493988,,,2.348013401,,,,,State Profile,Texas,Large,,,the state of,.
1991,,,,,48,,1992,1989,114.8199997,,,,,51.31578064,,,1.740932345,,,,,State Profile,Texas,Large,,,the state of,.
